American Community Survey (ACS) Data Time Period,Borough,Borough Community District Code,Community District Name,Language,LEP Population (Estimate),% of LEP Population,CVALEP Population (Estimate),% of CVALEP Population
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Oromo,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other Afro-Asiatic languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other Bantu languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other Central and South American languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other Eastern Malayo-Polynesian languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other English-based Creole languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other Indo-European languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other Indo-Iranian languages,42,0.1,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other Mande languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other Native North American languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other Niger-Congo languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other Philippine languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other and unspecified languages,9,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other languages of Africa,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Other languages of Asia,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Pakistan N.E.C.,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Pashto,232,0.7,224,1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Pennsylvania German,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Polish,139,0.4,122,0.6
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Portuguese,35,0.1,35,0.2
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Punjabi,28,0.1,14,0.1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Romanian,118,0.3,118,0.6
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Russian,616,1.8,534,2.5
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Samoan,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Serbian,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Serbocroatian,28,0.1,28,0.1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Shona,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Sindhi,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Sinhala,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Slovak,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Somali,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Spanish,3270,9.3,2071,9.7
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Swahili,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Swedish,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Swiss German,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Tagalog,176,0.5,153,0.7
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Tamil,23,0.1,21,0.1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Telugu,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Thai,70,0.2,62,0.3
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Tibetan,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Tigrinya,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Tongan,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Turkish,12,0,12,0.1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Ukrainian,13,0,13,0.1
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Urdu,202,0.6,127,0.6
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Uto-Aztecan languages,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Uzbek,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Vietnamese,232,0.7,142,0.7
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Wolof,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Yiddish,13,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Yoruba,0,0,0,0
2015-2019,Queens,411,"Bayside, Douglaston, Little Neck",Zuni (2016 or earlier),0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Afrikaans,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Akan (incl. Twi),183,0.5,79,0.5
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Albanian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Aleut languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Amharic,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Apache languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Arabic,533,1.6,263,1.7
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Armenian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Assyrian Neo-Aramaic,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Bengali,9584,28.7,4370,27.9
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Bosnian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Bulgarian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Burmese,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Cajun French,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Cebuano,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Chaldean Neo-Aramaic,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Chamorro,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Cherokee,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Chin languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis","Chinese (incl. Mandarin, Cantonese)",585,1.7,385,2.5
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Chuukese,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Croatian,7,0,7,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Czech,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Dakota languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Danish,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Dari,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Dutch,19,0.1,19,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Edoid languages,108,0.3,98,0.6
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Farsi,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Latvian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Filipino,188,0.6,147,0.9
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Finnish,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",French,762,2.3,439,2.8
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Fulah,9,0,9,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Ga,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Ganda,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Gbe languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Georgian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",German,34,0.1,21,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Greek,16,0,16,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Gujarati,25,0.1,25,0.2
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Haitian,3353,10,2119,13.5
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Hausa,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Hawaiian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Hebrew,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Hindi,172,0.5,71,0.5
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Hmong,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Hungarian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Igbo,341,1,341,2.2
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Ilocano,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",India N.E.C.,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Indonesian,34,0.1,8,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Irish,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Italian,21,0.1,21,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Iu Mien,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Jamaican Creole English,78,0.2,60,0.4
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Japanese,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Kabuverdianu,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Kannada,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Karen languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Keres,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Khmer,10,0,10,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Kinyarwanda,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Kiowa-Tanoan languages (2016 or earlier),0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Konkani,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Korean,227,0.7,120,0.8
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Kru languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Kurdish,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Lao,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Latvian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Lithuanian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Macedonian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Malay,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Malayalam,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Manding languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Marathi,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Marshallese,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Min Nan Chinese,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Mongolian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Muskogean languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Navajo,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Nepali,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Nilo-Saharan languages,32,0.1,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Norwegian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Ojibwa,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Oromo,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other Afro-Asiatic languages,11,0,11,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other Bantu languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Lithuanian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other Central and South American languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other Eastern Malayo-Polynesian languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other English-based Creole languages,32,0.1,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other Indo-European languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other Indo-Iranian languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other Mande languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other Native North American languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other Niger-Congo languages,41,0.1,41,0.3
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other Philippine languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other and unspecified languages,26,0.1,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other languages of Africa,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Other languages of Asia,29,0.1,14,0.1
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Pakistan N.E.C.,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Pashto,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Pennsylvania German,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Polish,99,0.3,50,0.3
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Portuguese,142,0.4,74,0.5
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Punjabi,428,1.3,185,1.2
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Romanian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Russian,23,0.1,3,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Samoan,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Serbian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Serbocroatian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Shona,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Sindhi,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Sinhala,42,0.1,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Slovak,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Somali,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Spanish,14958,44.7,5950,37.9
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Swahili,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Swedish,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Swiss German,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Tagalog,289,0.9,142,0.9
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Tamil,84,0.3,56,0.4
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Telugu,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Thai,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Tibetan,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Tigrinya,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Tongan,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Turkish,21,0.1,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Ukrainian,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Urdu,525,1.6,270,1.7
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Uto-Aztecan languages,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Uzbek,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Vietnamese,87,0.3,76,0.5
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Wolof,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Yiddish,0,0,0,0
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Yoruba,290,0.9,187,1.2
2015-2019,Queens,412,"Jamaica, St. Albans, Hollis",Zuni (2016 or earlier),0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Afrikaans,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Akan (incl. Twi),108,0.4,51,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Albanian,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Aleut languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Amharic,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Apache languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Arabic,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Armenian,18,0.1,18,0.1
2015-2019,Queens,413,"Queens Village, Rosedale",Assyrian Neo-Aramaic,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Bengali,1183,4.8,717,4.8
2015-2019,Queens,413,"Queens Village, Rosedale",Bosnian,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Bulgarian,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Burmese,44,0.2,44,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Cajun French,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Cebuano,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Chaldean Neo-Aramaic,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Chamorro,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Cherokee,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Chin languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale","Chinese (incl. Mandarin, Cantonese)",1757,7.2,977,6.5
2015-2019,Queens,413,"Queens Village, Rosedale",Chuukese,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Croatian,24,0.1,12,0.1
2015-2019,Queens,413,"Queens Village, Rosedale",Czech,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Dakota languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Danish,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Dari,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Dutch,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Edoid languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Farsi,45,0.2,45,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Filipino,140,0.6,40,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Finnish,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",French,592,2.4,396,2.6
2015-2019,Queens,413,"Queens Village, Rosedale",Fulah,16,0.1,16,0.1
2015-2019,Queens,413,"Queens Village, Rosedale",Ga,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Ganda,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Gbe languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Georgian,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",German,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Greek,138,0.6,117,0.8
2015-2019,Queens,413,"Queens Village, Rosedale",Gujarati,804,3.3,562,3.8
2015-2019,Queens,413,"Queens Village, Rosedale",Haitian,5215,21.3,3151,21
2015-2019,Queens,413,"Queens Village, Rosedale",Hausa,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Hawaiian,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Hebrew,8,0,8,0.1
2015-2019,Queens,413,"Queens Village, Rosedale",Hindi,1209,4.9,553,3.7
2015-2019,Queens,413,"Queens Village, Rosedale",Hmong,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Hungarian,74,0.3,61,0.4
2015-2019,Queens,413,"Queens Village, Rosedale",Igbo,58,0.2,34,0.2
2015-2019,Queens,413,"Queens Village, Rosedale",Ilocano,7,0,7,0
2015-2019,Queens,413,"Queens Village, Rosedale",India N.E.C.,131,0.5,67,0.4
2015-2019,Queens,413,"Queens Village, Rosedale",Indonesian,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Irish,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Italian,107,0.4,107,0.7
2015-2019,Queens,413,"Queens Village, Rosedale",Iu Mien,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Jamaican Creole English,109,0.4,87,0.6
2015-2019,Queens,413,"Queens Village, Rosedale",Japanese,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Kabuverdianu,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Kannada,31,0.1,31,0.2
2015-2019,Queens,413,"Queens Village, Rosedale",Karen languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Keres,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Khmer,26,0.1,26,0.2
2015-2019,Queens,413,"Queens Village, Rosedale",Kinyarwanda,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Kiowa-Tanoan languages (2016 or earlier),38,0.2,38,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Konkani,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Korean,370,1.5,276,1.8
2015-2019,Queens,413,"Queens Village, Rosedale",Kru languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Kurdish,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Macedonian,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Malay,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Malayalam,682,2.8,511,3.4
2015-2019,Queens,413,"Queens Village, Rosedale",Manding languages,44,0.2,44,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Marathi,96,0.4,52,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Marshallese,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Min Nan Chinese,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Mongolian,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Muskogean languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Navajo,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Nepali,59,0.2,50,0.3
2015-2019,Queens,413,"Queens Village, Rosedale",Nilo-Saharan languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Norwegian,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Ojibwa,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Oromo,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Other Afro-Asiatic languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Other Bantu languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Other Central and South American languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Other Eastern Malayo-Polynesian languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Other English-based Creole languages,137,0.6,137,0.9
2015-2019,Queens,413,"Queens Village, Rosedale",Other Indo-European languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Other Indo-Iranian languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Other Mande languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Other Native North American languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Other Niger-Congo languages,71,0.3,56,0.4
2015-2019,Queens,413,"Queens Village, Rosedale",Other Philippine languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Other and unspecified languages,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Other languages of Africa,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Other languages of Asia,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Pakistan N.E.C.,567,2.3,393,2.6
2015-2019,Queens,413,"Queens Village, Rosedale",Pashto,37,0.2,17,0.1
2015-2019,Queens,413,"Queens Village, Rosedale",Pennsylvania German,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Polish,61,0.2,31,0.2
2015-2019,Queens,413,"Queens Village, Rosedale",Portuguese,213,0.9,114,0.8
2015-2019,Queens,413,"Queens Village, Rosedale",Punjabi,2020,8.3,1052,7
2015-2019,Queens,413,"Queens Village, Rosedale",Romanian,8,0,8,0.1
2015-2019,Queens,413,"Queens Village, Rosedale",Russian,54,0.2,54,0.4
2015-2019,Queens,413,"Queens Village, Rosedale",Samoan,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Serbian,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Serbocroatian,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Shona,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Sindhi,0,0,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Sinhala,83,0.3,0,0
2015-2019,Queens,413,"Queens Village, Rosedale",Slovak,0,0,0,0
